"id";"CorrBas36";"CodigoCorrelativo";"Categ";"CodCaract";"Caract";"CodValCaract";"ValCaract";"CleanValCaract";"Serializd";"PreTextValOnly";"ValueOnly"
3709;"2V1";"00000002V1";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679702;"PROCESADOR: INTEL CORE I5-8250";"PROCESADOR: INTEL CORE I5-8250";"PROCESADOR: INTEL CORE I5-8250";"PROCESADOR";"INTEL CORE I5-8250"
3710;"2V2";"00000002V2";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679703;"PROCESADOR: INTEL CORE I5-7300HQ";"PROCESADOR: INTEL CORE I5-7300HQ";"PROCESADOR: INTEL CORE I5-7300HQ";"PROCESADOR";"INTEL CORE I5-7300HQ"
3711;"2V3";"00000002V3";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679704;"PROCESADOR: INTEL CORE I5-7300U";"PROCESADOR: INTEL CORE I5-7300U";"PROCESADOR: INTEL CORE I5-7300U";"PROCESADOR";"INTEL CORE I5-7300U"
3712;"2V4";"00000002V4";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679705;"PROCESADOR: INTEL CORE I7-7820HQ";"PROCESADOR: INTEL CORE I7-7820HQ";"PROCESADOR: INTEL CORE I7-7820HQ";"PROCESADOR";"INTEL CORE I7-7820HQ"
3713;"2V5";"00000002V5";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679706;"PROCESADOR: AMD A12 - 9800B";"PROCESADOR: AMD A12 - 9800B";"PROCESADOR: AMD A12 - 9800B";"PROCESADOR";"AMD A12 - 9800B"
3714;"2V6";"00000002V6";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679707;"PROCESADOR: AMD A12 PRO-9800B";"PROCESADOR: AMD A12 PRO-9800B";"PROCESADOR: AMD A12 PRO-9800B";"PROCESADOR";"AMD A12 PRO-9800B"
3715;"2V7";"00000002V7";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679708;"PROCESADOR: APU AMD PRO A12-9800B";"PROCESADOR: APU AMD PRO A12-9800B";"PROCESADOR: APU AMD PRO A12-9800B";"PROCESADOR";"APU AMD PRO A12-9800B"
3716;"2V8";"00000002V8";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679709;"PROCESADOR: INTEL CORE I5-6300U VPRO";"PROCESADOR: INTEL CORE I5-6300U VPRO";"PROCESADOR: INTEL CORE I5-6300U VPRO";"PROCESADOR";"INTEL CORE I5-6300U VPRO"
3717;"2V9";"00000002V9";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679710;"PROCESADOR: INTEL CORE M5-6Y57 VPRO";"PROCESADOR: INTEL CORE M5-6Y57 VPRO";"PROCESADOR: INTEL CORE M5-6Y57 VPRO";"PROCESADOR";"INTEL CORE M5-6Y57 VPRO"
3718;"2VA";"00000002VA";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679711;"PROCESADOR: INTEL CORE M5-6Y57";"PROCESADOR: INTEL CORE M5-6Y57";"PROCESADOR: INTEL CORE M5-6Y57";"PROCESADOR";"INTEL CORE M5-6Y57"
3719;"2VB";"00000002VB";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679712;"PROCESADOR: INTEL CORE I7-7Y75";"PROCESADOR: INTEL CORE I7-7Y75";"PROCESADOR: INTEL CORE I7-7Y75";"PROCESADOR";"INTEL CORE I7-7Y75"
3720;"2VC";"00000002VC";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679713;"PROCESADOR: INTEL CORE I5-7Y54";"PROCESADOR: INTEL CORE I5-7Y54";"PROCESADOR: INTEL CORE I5-7Y54";"PROCESADOR";"INTEL CORE I5-7Y54"
3721;"2VD";"00000002VD";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679714;"PROCESADOR: INTEL CORE I7-7600U";"PROCESADOR: INTEL CORE I7-7600U";"PROCESADOR: INTEL CORE I7-7600U";"PROCESADOR";"INTEL CORE I7-7600U"
3722;"2VE";"00000002VE";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679715;"PROCESADOR: AMD A6-9225";"PROCESADOR: AMD A6-9225";"PROCESADOR: AMD A6-9225";"PROCESADOR";"AMD A6-9225"
3723;"2VF";"00000002VF";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679716;"PROCESADOR: INTEL CELERON N3450";"PROCESADOR: INTEL CELERON N3450";"PROCESADOR: INTEL CELERON N3450";"PROCESADOR";"INTEL CELERON N3450"
3724;"2VG";"00000002VG";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679717;"PROCESADOR: INTEL CORE i7 - 8850H";"PROCESADOR: INTEL CORE i7 - 8850H";"PROCESADOR: INTEL CORE i7 - 8850H";"PROCESADOR";"INTEL CORE i7 - 8850H"
3725;"2VH";"00000002VH";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679718;"PROCESADOR: AMD A10-8730B APU";"PROCESADOR: AMD A10-8730B APU";"PROCESADOR: AMD A10-8730B APU";"PROCESADOR";"AMD A10-8730B APU"
3726;"2VI";"00000002VI";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679720;"PROCESADOR INTEL CELERON  J4125";"PROCESADOR: INTEL CELERON J4125";"PROCESADOR: INTEL CELERON J4125";"PROCESADOR";"INTEL CELERON J4125"
3727;"2VJ";"00000002VJ";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679722;"PROCESADOR: AMD A10 PRO-7350B";"PROCESADOR: AMD A10 PRO-7350B";"PROCESADOR: AMD A10 PRO-7350B";"PROCESADOR";"AMD A10 PRO-7350B"
3728;"2VK";"00000002VK";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679723;"PROCESADOR: AMD A10 PRO-8700B";"PROCESADOR: AMD A10 PRO-8700B";"PROCESADOR: AMD A10 PRO-8700B";"PROCESADOR";"AMD A10 PRO-8700B"
3729;"2VL";"00000002VL";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679724;"PROCESADOR: AMD A10-5745M";"PROCESADOR: AMD A10-5745M";"PROCESADOR: AMD A10-5745M";"PROCESADOR";"AMD A10-5745M"
3730;"2VM";"00000002VM";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679725;"PROCESADOR: AMD A10-5750M";"PROCESADOR: AMD A10-5750M";"PROCESADOR: AMD A10-5750M";"PROCESADOR";"AMD A10-5750M"
3731;"2VN";"00000002VN";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679726;"PROCESADOR: AMD A12 PRO-8800B";"PROCESADOR: AMD A12 PRO-8800B";"PROCESADOR: AMD A12 PRO-8800B";"PROCESADOR";"AMD A12 PRO-8800B"
3732;"2VO";"00000002VO";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679727;"PROCESADOR: AMD A4-1250";"PROCESADOR: AMD A4-1250";"PROCESADOR: AMD A4-1250";"PROCESADOR";"AMD A4-1250"
3733;"2VP";"00000002VP";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679728;"PROCESADOR: INTEL CORE I3-5010U";"PROCESADOR: INTEL CORE I3-5010U";"PROCESADOR: INTEL CORE I3-5010U";"PROCESADOR";"INTEL CORE I3-5010U"
3734;"2VQ";"00000002VQ";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679729;"PROCESADOR: INTEL CORE I3-6100U";"PROCESADOR: INTEL CORE I3-6100U";"PROCESADOR: INTEL CORE I3-6100U";"PROCESADOR";"INTEL CORE I3-6100U"
3735;"2VR";"00000002VR";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679731;"PROCESADOR: INTEL CORE I5-3230M";"PROCESADOR: INTEL CORE I5-3230M";"PROCESADOR: INTEL CORE I5-3230M";"PROCESADOR";"INTEL CORE I5-3230M"
3736;"2VS";"00000002VS";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679732;"PROCESADOR: INTEL CORE I5-3337U";"PROCESADOR: INTEL CORE I5-3337U";"PROCESADOR: INTEL CORE I5-3337U";"PROCESADOR";"INTEL CORE I5-3337U"
3737;"2VT";"00000002VT";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679733;"PROCESADOR: INTEL CORE I5-4200M";"PROCESADOR: INTEL CORE I5-4200M";"PROCESADOR: INTEL CORE I5-4200M";"PROCESADOR";"INTEL CORE I5-4200M"
3738;"2VU";"00000002VU";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679734;"PROCESADOR: INTEL CORE I5-4200U";"PROCESADOR: INTEL CORE I5-4200U";"PROCESADOR: INTEL CORE I5-4200U";"PROCESADOR";"INTEL CORE I5-4200U"
3739;"2VV";"00000002VV";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679735;"PROCESADOR: INTEL CORE I5-4202Y";"PROCESADOR: INTEL CORE I5-4202Y";"PROCESADOR: INTEL CORE I5-4202Y";"PROCESADOR";"INTEL CORE I5-4202Y"
3740;"2VW";"00000002VW";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679736;"PROCESADOR: INTEL CORE I5-4210M";"PROCESADOR: INTEL CORE I5-4210M";"PROCESADOR: INTEL CORE I5-4210M";"PROCESADOR";"INTEL CORE I5-4210M"
3741;"2VX";"00000002VX";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679737;"PROCESADOR: INTEL CORE I5-4210U";"PROCESADOR: INTEL CORE I5-4210U";"PROCESADOR: INTEL CORE I5-4210U";"PROCESADOR";"INTEL CORE I5-4210U"
3742;"2VY";"00000002VY";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679738;"PROCESADOR: INTEL CORE I5-4300M";"PROCESADOR: INTEL CORE I5-4300M";"PROCESADOR: INTEL CORE I5-4300M";"PROCESADOR";"INTEL CORE I5-4300M"
3743;"2VZ";"00000002VZ";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679739;"PROCESADOR: INTEL CORE I5-4300U";"PROCESADOR: INTEL CORE I5-4300U";"PROCESADOR: INTEL CORE I5-4300U";"PROCESADOR";"INTEL CORE I5-4300U"
3744;"2W0";"00000002W0";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679740;"PROCESADOR: INTEL CORE I5-4300Y";"PROCESADOR: INTEL CORE I5-4300Y";"PROCESADOR: INTEL CORE I5-4300Y";"PROCESADOR";"INTEL CORE I5-4300Y"
3745;"2W1";"00000002W1";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679741;"PROCESADOR: INTEL CORE I5-4302Y";"PROCESADOR: INTEL CORE I5-4302Y";"PROCESADOR: INTEL CORE I5-4302Y";"PROCESADOR";"INTEL CORE I5-4302Y"
3746;"2W2";"00000002W2";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679742;"PROCESADOR: INTEL CORE I5-4310M";"PROCESADOR: INTEL CORE I5-4310M";"PROCESADOR: INTEL CORE I5-4310M";"PROCESADOR";"INTEL CORE I5-4310M"
3747;"2W3";"00000002W3";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679743;"PROCESADOR: INTEL CORE I5-4310U";"PROCESADOR: INTEL CORE I5-4310U";"PROCESADOR: INTEL CORE I5-4310U";"PROCESADOR";"INTEL CORE I5-4310U"
3748;"2W4";"00000002W4";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679744;"PROCESADOR: INTEL CORE I5-5200U";"PROCESADOR: INTEL CORE I5-5200U";"PROCESADOR: INTEL CORE I5-5200U";"PROCESADOR";"INTEL CORE I5-5200U"
3749;"2W5";"00000002W5";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679745;"PROCESADOR INTEL CORE I3 6157U";"PROCESADOR: INTEL CORE I3 6157U";"PROCESADOR: INTEL CORE I3 6157U";"PROCESADOR";"INTEL CORE I3 6157U"
3750;"2W6";"00000002W6";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679746;"PROCESADOR: INTEL CORE I3-1115G4";"PROCESADOR: INTEL CORE I3-1115G4";"PROCESADOR: INTEL CORE I3-1115G4";"PROCESADOR";"INTEL CORE I3-1115G4"
3751;"2W7";"00000002W7";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679747;"PROCESADOR: INTEL CORE I7-10850H";"PROCESADOR: INTEL CORE I7-10850H";"PROCESADOR: INTEL CORE I7-10850H";"PROCESADOR";"INTEL CORE I7-10850H"
3752;"2W8";"00000002W8";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679748;"PROCESADOR: AMD RYZEN 3 PRO 5450U";"PROCESADOR: AMD RYZEN 3 PRO 5450U";"PROCESADOR: AMD RYZEN 3 PRO 5450U";"PROCESADOR";"AMD RYZEN 3 PRO 5450U"
3753;"2W9";"00000002W9";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679749;"PROCESADOR: AMD RYZEN 7 5700U";"PROCESADOR: AMD RYZEN 7 5700U";"PROCESADOR: AMD RYZEN 7 5700U";"PROCESADOR";"AMD RYZEN 7 5700U"
3754;"2WA";"00000002WA";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679750;"PROCESADOR: AMD RYZEN 7 5800U";"PROCESADOR: AMD RYZEN 7 5800U";"PROCESADOR: AMD RYZEN 7 5800U";"PROCESADOR";"AMD RYZEN 7 5800U"
3755;"2WB";"00000002WB";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679751;"PROCESADOR: AMD RYZEN 5 5500U";"PROCESADOR: AMD RYZEN 5 5500U";"PROCESADOR: AMD RYZEN 5 5500U";"PROCESADOR";"AMD RYZEN 5 5500U"
3756;"2WC";"00000002WC";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679752;"PROCESADOR: AMD RYZEN 5 5600U";"PROCESADOR: AMD RYZEN 5 5600U";"PROCESADOR: AMD RYZEN 5 5600U";"PROCESADOR";"AMD RYZEN 5 5600U"
3757;"2WD";"00000002WD";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679753;"PROCESADOR: AMD RYZEN 5 4600U";"PROCESADOR: AMD RYZEN 5 4600U";"PROCESADOR: AMD RYZEN 5 4600U";"PROCESADOR";"AMD RYZEN 5 4600U"
3758;"2WE";"00000002WE";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679754;"PROCESADOR: INTEL CORE I7-11800H";"PROCESADOR: INTEL CORE I7-11800H";"PROCESADOR: INTEL CORE I7-11800H";"PROCESADOR";"INTEL CORE I7-11800H"
3759;"2WF";"00000002WF";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679755;"PROCESADOR: INTEL CORE I7-12800H";"PROCESADOR: INTEL CORE I7-12800H";"PROCESADOR: INTEL CORE I7-12800H";"PROCESADOR";"INTEL CORE I7-12800H"
3760;"2WG";"00000002WG";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679756;"PROCESADOR: AMD A4-9125";"PROCESADOR: AMD A4-9125";"PROCESADOR: AMD A4-9125";"PROCESADOR";"AMD A4-9125"
3761;"2WH";"00000002WH";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679757;"PROCESADOR: INTEL CORE I9-11950H";"PROCESADOR: INTEL CORE I9-11950H";"PROCESADOR: INTEL CORE I9-11950H";"PROCESADOR";"INTEL CORE I9-11950H"
3762;"2WI";"00000002WI";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679758;"PROCESADOR: INTEL CORE I5-1035G7";"PROCESADOR: INTEL CORE I5-1035G7";"PROCESADOR: INTEL CORE I5-1035G7";"PROCESADOR";"INTEL CORE I5-1035G7"
3763;"2WJ";"00000002WJ";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679759;"PROCESADOR: INTEL CORE I5 1155G7";"PROCESADOR: INTEL CORE I5 1155G7";"PROCESADOR: INTEL CORE I5 1155G7";"PROCESADOR";"INTEL CORE I5 1155G7"
3764;"2WK";"00000002WK";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679760;"PROCESADOR: INTEL CORE I5-1145G7";"PROCESADOR: INTEL CORE I5-1145G7";"PROCESADOR: INTEL CORE I5-1145G7";"PROCESADOR";"INTEL CORE I5-1145G7"
3765;"2WL";"00000002WL";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679761;"PROCESADOR: INTEL CORE I7-1185G7";"PROCESADOR: INTEL CORE I7-1185G7";"PROCESADOR: INTEL CORE I7-1185G7";"PROCESADOR";"INTEL CORE I7-1185G7"
3766;"2WM";"00000002WM";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679763;"PROCESADOR: INTEL CORE I7-1165G7";"PROCESADOR: INTEL CORE I7-1165G7";"PROCESADOR: INTEL CORE I7-1165G7";"PROCESADOR";"INTEL CORE I7-1165G7"
3767;"2WN";"00000002WN";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679764;"PROCESADOR: INTEL CORE I3-1125G4";"PROCESADOR: INTEL CORE I3-1125G4";"PROCESADOR: INTEL CORE I3-1125G4";"PROCESADOR";"INTEL CORE I3-1125G4"
3768;"2WO";"00000002WO";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679765;"PROCESADOR: INTEL CELERON 6305";"PROCESADOR: INTEL CELERON 6305";"PROCESADOR: INTEL CELERON 6305";"PROCESADOR";"INTEL CELERON 6305"
3769;"2WP";"00000002WP";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679766;"PROCESADOR: INTEL CORE i5-12450H";"PROCESADOR: INTEL CORE i5-12450H";"PROCESADOR: INTEL CORE i5-12450H";"PROCESADOR";"INTEL CORE i5-12450H"
3770;"2WQ";"00000002WQ";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679767;"PROCESADOR: AMD RYZEN 5 PRO 5650U";"PROCESADOR: AMD RYZEN 5 PRO 5650U";"PROCESADOR: AMD RYZEN 5 PRO 5650U";"PROCESADOR";"AMD RYZEN 5 PRO 5650U"
3771;"2WR";"00000002WR";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679769;"PROCESADOR: AMD RYZEN 7 4800H";"PROCESADOR: AMD RYZEN 7 4800H";"PROCESADOR: AMD RYZEN 7 4800H";"PROCESADOR";"AMD RYZEN 7 4800H"
3772;"2WS";"00000002WS";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679770;"PROCESADOR: INTEL CORE I5-1130G7";"PROCESADOR: INTEL CORE I5-1130G7";"PROCESADOR: INTEL CORE I5-1130G7";"PROCESADOR";"INTEL CORE I5-1130G7"
3773;"2WT";"00000002WT";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679771;"PROCESADOR: INTEL CORE i5-1240P";"PROCESADOR: INTEL CORE i5-1240P";"PROCESADOR: INTEL CORE i5-1240P";"PROCESADOR";"INTEL CORE i5-1240P"
3774;"2WU";"00000002WU";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679773;"PROCESADOR: INTEL CORE i7-1270P";"PROCESADOR: INTEL CORE i7-1270P";"PROCESADOR: INTEL CORE i7-1270P";"PROCESADOR";"INTEL CORE i7-1270P"
3775;"2WV";"00000002WV";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679774;"PROCESADOR: INTEL CORE i7-12700H";"PROCESADOR: INTEL CORE i7-12700H";"PROCESADOR: INTEL CORE i7-12700H";"PROCESADOR";"INTEL CORE i7-12700H"
3776;"2WW";"00000002WW";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679775;"PROCESADOR: AMD A6-9220C APU";"PROCESADOR: AMD A6-9220C APU";"PROCESADOR: AMD A6-9220C APU";"PROCESADOR";"AMD A6-9220C APU"
3777;"2WX";"00000002WX";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679776;"PROCESADOR: INTEL CORE I7-10750H";"PROCESADOR: INTEL CORE I7-10750H";"PROCESADOR: INTEL CORE I7-10750H";"PROCESADOR";"INTEL CORE I7-10750H"
3778;"2WY";"00000002WY";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679777;"PROCESADOR: AMD RYZEN 3 PRO 4450U";"PROCESADOR: AMD RYZEN 3 PRO 4450U";"PROCESADOR: AMD RYZEN 3 PRO 4450U";"PROCESADOR";"AMD RYZEN 3 PRO 4450U"
3779;"2WZ";"00000002WZ";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679778;"PROCESADOR: AMD RYZEN 5 5625U";"PROCESADOR: AMD RYZEN 5 5625U";"PROCESADOR: AMD RYZEN 5 5625U";"PROCESADOR";"AMD RYZEN 5 5625U"
3780;"2X0";"00000002X0";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679779;"PROCESADOR: AMD RYZEN 3 5425U";"PROCESADOR: AMD RYZEN 3 5425U";"PROCESADOR: AMD RYZEN 3 5425U";"PROCESADOR";"AMD RYZEN 3 5425U"
3781;"2X1";"00000002X1";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679780;"PROCESADOR: AMD RYZEN 7 5825U";"PROCESADOR: AMD RYZEN 7 5825U";"PROCESADOR: AMD RYZEN 7 5825U";"PROCESADOR";"AMD RYZEN 7 5825U"
3782;"2X2";"00000002X2";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679781;"PROCESADOR: INTEL CORE I5-1035G1";"PROCESADOR: INTEL CORE I5-1035G1";"PROCESADOR: INTEL CORE I5-1035G1";"PROCESADOR";"INTEL CORE I5-1035G1"
3783;"2X3";"00000002X3";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679782;"PROCESADOR: INTEL CORE I7-1065G7";"PROCESADOR: INTEL CORE I7-1065G7";"PROCESADOR: INTEL CORE I7-1065G7";"PROCESADOR";"INTEL CORE I7-1065G7"
3784;"2X4";"00000002X4";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679783;"PROCESADOR: INTEL CORE I5-10505";"PROCESADOR: INTEL CORE I5-10505";"PROCESADOR: INTEL CORE I5-10505";"PROCESADOR";"INTEL CORE I5-10505"
3785;"2X5";"00000002X5";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679784;"PROCESADOR: AMD RYZEN 7 PRO 5850U";"PROCESADOR: AMD RYZEN 7 PRO 5850U";"PROCESADOR: AMD RYZEN 7 PRO 5850U";"PROCESADOR";"AMD RYZEN 7 PRO 5850U"
3786;"2X6";"00000002X6";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679785;"PROCESADOR: AMD RYZEN 3 5400U";"PROCESADOR: AMD RYZEN 3 5400U";"PROCESADOR: AMD RYZEN 3 5400U";"PROCESADOR";"AMD RYZEN 3 5400U"
3787;"2X7";"00000002X7";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679786;"PROCESADOR: INTEL CORE I7-12850HX";"PROCESADOR: INTEL CORE I7-12850HX";"PROCESADOR: INTEL CORE I7-12850HX";"PROCESADOR";"INTEL CORE I7-12850HX"
3788;"2X8";"00000002X8";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679789;"PROCESADOR: INTEL XEON W-11855M";"PROCESADOR: INTEL XEON W-11855M";"PROCESADOR: INTEL XEON W-11855M";"PROCESADOR";"INTEL XEON W-11855M"
3789;"2X9";"00000002X9";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679792;"PROCESADOR: INTEL CORE I9-12900H";"PROCESADOR: INTEL CORE I9-12900H";"PROCESADOR: INTEL CORE I9-12900H";"PROCESADOR";"INTEL CORE I9-12900H"
3790;"2XA";"00000002XA";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679795;"PROCESADOR: INTEL CELERON N4500";"PROCESADOR: INTEL CELERON N4500";"PROCESADOR: INTEL CELERON N4500";"PROCESADOR";"INTEL CELERON N4500"
3791;"2XB";"00000002XB";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679796;"PROCESADOR: INTEL CORE I3-1215U";"PROCESADOR: INTEL CORE I3-1215U";"PROCESADOR: INTEL CORE I3-1215U";"PROCESADOR";"INTEL CORE I3-1215U"
3792;"2XC";"00000002XC";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679797;"PROCESADOR: INTEL CORE I7-12950HX";"PROCESADOR: INTEL CORE I7-12950HX";"PROCESADOR: INTEL CORE I7-12950HX";"PROCESADOR";"INTEL CORE I7-12950HX"
3793;"2XD";"00000002XD";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1679798;"PROCESADOR: AMD 3020e";"PROCESADOR: AMD 3020e";"PROCESADOR: AMD 3020e";"PROCESADOR";"AMD 3020e"
3794;"2XE";"00000002XE";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1836178;"PROCESADOR: AMD RYZEN 3 7330U";"PROCESADOR: AMD RYZEN 3 7330U";"PROCESADOR: AMD RYZEN 3 7330U";"PROCESADOR";"AMD RYZEN 3 7330U"
3795;"2XF";"00000002XF";"COMPUTADORA PORTATIL";26324;"PROCESADOR";2034111;"PROCESADOR: INTEL CORE I5-13420H";"PROCESADOR: INTEL CORE I5-13420H";"PROCESADOR: INTEL CORE I5-13420H";"PROCESADOR";"INTEL CORE I5-13420H"
3796;"2XG";"00000002XG";"COMPUTADORA PORTATIL";26324;"PROCESADOR";1885689;"PROCESADOR: INTEL CORE I5-1345U";"PROCESADOR: INTEL CORE I5-1345U";"PROCESADOR: INTEL CORE I5-1345U";"PROCESADOR";"INTEL CORE I5-1345U"
3797;"2XH";"00000002XH";"COMPUTADORA PORTATIL";26324;"PROCESADOR";2553716;"PROCESADOR: INTEL CORE I3-N305";"PROCESADOR: INTEL CORE I3-N305";"PROCESADOR: INTEL CORE I3-N305";"PROCESADOR";"INTEL CORE I3-N305"
3798;"2XI";"00000002XI";"COMPUTADORA PORTATIL";26324;"PROCESADOR";2748371;"PROCESADOR: INTEL CORE I7-13700H";"PROCESADOR: INTEL CORE I7-13700H";"PROCESADOR: INTEL CORE I7-13700H";"PROCESADOR";"INTEL CORE I7-13700H"
3799;"2XJ";"00000002XJ";"COMPUTADORA PORTATIL";26324;"PROCESADOR";2744965;"PROCESADOR : AMD Ryzen 3 7335U";"PROCESADOR: AMD Ryzen 3 7335U";"PROCESADOR: AMD Ryzen 3 7335U";"PROCESADOR";"AMD Ryzen 3 7335U"
3800;"2XK";"00000002XK";"COMPUTADORA PORTATIL";26324;"PROCESADOR";2744968;"PROCESADOR : AMD Ryzen 5 7535HS";"PROCESADOR: AMD Ryzen 5 7535HS";"PROCESADOR: AMD Ryzen 5 7535HS";"PROCESADOR";"AMD Ryzen 5 7535HS"
3801;"2XL";"00000002XL";"COMPUTADORA PORTATIL";26324;"PROCESADOR";2744969;"PROCESADOR : AMD Ryzen 5 7535U";"PROCESADOR: AMD Ryzen 5 7535U";"PROCESADOR: AMD Ryzen 5 7535U";"PROCESADOR";"AMD Ryzen 5 7535U"
3802;"2XM";"00000002XM";"COMPUTADORA PORTATIL";26324;"PROCESADOR";2744970;"PROCESADOR : AMD Ryzen 7 7735HS";"PROCESADOR: AMD Ryzen 7 7735HS";"PROCESADOR: AMD Ryzen 7 7735HS";"PROCESADOR";"AMD Ryzen 7 7735HS"
3803;"2XN";"00000002XN";"COMPUTADORA PORTATIL";26324;"PROCESADOR";2744972;"PROCESADOR : AMD Ryzen 7 7735U";"PROCESADOR: AMD Ryzen 7 7735U";"PROCESADOR: AMD Ryzen 7 7735U";"PROCESADOR";"AMD Ryzen 7 7735U"
3804;"2XO";"00000002XO";"COMPUTADORA PORTATIL";26324;"PROCESADOR";2744974;"PROCESADOR : AMD Ryzen 5 PRO 7535U";"PROCESADOR: AMD Ryzen 5 PRO 7535U";"PROCESADOR: AMD Ryzen 5 PRO 7535U";"PROCESADOR";"AMD Ryzen 5 PRO 7535U"
3805;"2XP";"00000002XP";"COMPUTADORA PORTATIL";26324;"PROCESADOR";2744976;"PROCESADOR : AMD Ryzen 7 PRO 8840U";"PROCESADOR: AMD Ryzen 7 PRO 8840U";"PROCESADOR: AMD Ryzen 7 PRO 8840U";"PROCESADOR";"AMD Ryzen 7 PRO 8840U"
